tech_id,tech_name,localization_description,category,vanilla_era,technology_definition_file,icon,icon_exists,shared_icon,name_localization_exists,description_localization_exists,name_localization_source,description_localization_source,localization_validation,vanilla_prerequisites,vanilla_ai_weight,ai_weight_class,vanilla_direct_modifiers,scripted_modifiers_or_effects,other_direct_properties,can_research,unlock_count,unlock_summary,reference_count,reference_summary,current_mod_status,definition_delta,prerequisite_delta,modifier_delta,unlock_delta,ai_weight_delta,localization_delta,historical_concept,historical_window_estimate,early_tree_relevance,best_matching_v1_branch,best_matching_v1_node,secondary_matching_nodes,overlap_class,primary_action,secondary_actions,recommended_target_era,recommended_prerequisite_changes,recommended_unlock_changes,historical_problem,gameplay_problem,duplication_problem,implementation_risk,hardcoded_or_engine_sensitive,naval_great_wave_dependency,defer_to_tech_1b,regionalization_candidate,ai_weight_rework_risk,confidence,notes,source_definition_file
elevator,Elevators,"Through a complex system of weights and pulleys, it possible to raise people and objects to desired heights at will.",Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/elevator.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:202,localization/english/inventions_l_english.yml:203,OK,steel_frame_buildings,value = 1.5,STATIC,state_infrastructure_from_population_add=1;state_infrastructure_from_population_max_add=20;state_building_construction_sector_max_level_add=5;country_max_weekly_construction_progress_add=5,NONE,NONE,yes(default),1,production_methods=1,4,LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Through a complex system of weights and pulleys, it possible to raise people and objects to desired heights at will.",Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1324
film,Film,"By taking many photographs in quick succession, it is possible to capture movement in real time. This can then be processed and played back.",Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/film.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:212,localization/english/inventions_l_english.yml:213,OK,camera,value = 1,STATIC,country_prestige_mult=0.05,NONE,NONE,yes(default),3,journal_entries=2; production_methods=1,32,EVENT_CONDITION=23; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=3; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=1; TRIGGER=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=27,NONE,NONE,"By taking many photographs in quick succession, it is possible to capture movement in real time. This can then be processed and played back.",Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,MEDIUM,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1526
international_exchange_standards,International Exchange Standards,Establishing an international system of accounting and exchange makes trade between nations simpler and cheaper to maintain.,Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/international_exchange_standards.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:617,localization/english/inventions_l_english.yml:618,OK,mutual_funds,value = 1,STATIC,country_minting_mult=0.1;country_loan_interest_rate_add=-0.02;state_max_trade_advantage_from_capacity_add=0.05,NONE,NONE,yes(default),1,journal_entries=1,8,EVENT_CONDITION=2; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=4,NONE,NONE,Establishing an international system of accounting and exchange makes trade between nations simpler and cheaper to maintain.,Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1465
malaria_prevention,Malaria Prevention,"Through a combination of medicine and preventative methods such as mosquito nets, it is possible to lower the effect of Malaria in affected regions.",Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/malaria_prevention.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:280,localization/english/inventions_l_english.yml:281,OK,civilizing_mission,value = 1 if = { limit = { navy_size >= 25 is_country_type = recognized } add = 1 } if = { limit = { has_strategy = ai_strategy_colonial_expansion } add = 1 },MILITARY_CONDITIONAL,country_institution_colonial_affairs_max_investment_add=1;country_institution_health_system_max_investment_add=1,NONE,NONE,yes(default),2,journal_entries=2,40,EVENT_CONDITION=12; EVENT_EFFECT=2; JOURNAL_REQUIREMENT=2; LOCALIZATION_ONLY=2; MODIFIER=1; PREREQUISITE=1; TRIGGER=20,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=28,NONE,NONE,"Through a combination of medicine and preventative methods such as mosquito nets, it is possible to lower the effect of Malaria in affected regions.",Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,HIGH,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1364
multilateral_alliances,Multilateral Alliances,The industrial potential and global reach of modern states requires the formation of truly international alliances to ensure the safety of our interests.,Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/multilateral_alliances.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:433,localization/english/inventions_l_english.yml:434,OK,pan;nationalism,value = 1 if = { limit = { country_rank >= rank_value:great_power } add = 2 },OTHER,country_infamy_generation_mult=-0.25;country_diplomatic_play_maneuvers_mult=0.5;country_allow_multiple_alliances_bool=yes,NONE,NONE,yes(default),0,NO_REVERSE_UNLOCK,4,LOCALIZATION_ONLY=2; TRIGGER=2,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,The industrial potential and global reach of modern states requires the formation of truly international alliances to ensure the safety of our interests.,Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1545
political_agitation,Political Agitation,"By taking to the streets, political agitators rile people up, encouraging them to take political action at the first possible moment.",Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/political_agitation.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:347,localization/english/inventions_l_english.yml:348,OK,anarchism;socialism;corporatism,value = 1 if = { limit = { has_strategy = ai_strategy_egalitarian_agenda } add = 1 } if = { limit = { OR = { has_strategy = ai_strategy_conservative_agenda has_strategy = ai_strategy_reactionary_agenda } } add = -0.5 },POLITICAL_CONDITIONAL,state_expected_sol_from_literacy=1;country_authority_mult=0.1;country_voting_power_mult=0.1;country_agitator_slots_add=1,NONE,NONE,yes(default),8,journal_entries=6; laws=2,59,EVENT_CONDITION=19; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=6; LAW_REQUIREMENT=2; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=28,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=28,NONE,NONE,"By taking to the streets, political agitators rile people up, encouraging them to take political action at the first possible moment.",Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,HIGH,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1423
psychoanalysis,Psychoanalysis,"Theories of personal mental development provide the framework for broader theories of social behavior, which can be used to help understand the collective instincts and thoughts of the population.",Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/psychoanalysis.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:619,localization/english/inventions_l_english.yml:620,OK,philosophical_pragmatism,value = 1,STATIC,country_influence_mult=0.25;country_diplomatic_play_maneuvers_mult=0.25;state_bureaucracy_population_base_cost_factor_mult=-0.05,NONE,NONE,yes(default),0,NO_REVERSE_UNLOCK,11,EVENT_CONDITION=6; EVENT_EFFECT=1; LOCALIZATION_ONLY=2; PREREQUISITE=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=7,NONE,NONE,"Theories of personal mental development provide the framework for broader theories of social behavior, which can be used to help understand the collective instincts and thoughts of the population.",Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1505
zeppelins,Zeppelins,"A sort of rigid lighter-than-air aircraft, the zeppelin can carry freight and passenger loads high above the clouds, surpassing obstacles on land and sea.",Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/zeppelins.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:615,localization/english/inventions_l_english.yml:616,OK,steel_frame_buildings,value = 1,STATIC,state_market_access_price_impact=0.05,NONE,NONE,yes(default),2,company_types=1; production_methods=1,6,COMPANY_REQUIREMENT=1; EVENT_CONDITION=1; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; VISIBILITY=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,"A sort of rigid lighter-than-air aircraft, the zeppelin can carry freight and passenger loads high above the clouds, surpassing obstacles on land and sea.",Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1346
analytical_philosophy,Analytical Philosophy,"A rigorous, argumentative approach to philosophy, the formal logic and near-mathematical attitude of analytic philosophy provides a solid framework to approach social movements with.",Society,era_5,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/analytical_philosophy.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:629,localization/english/inventions_l_english.yml:630,OK,psychoanalysis,value = 1,STATIC,state_literacy_growth_add=0.0002,NONE,NONE,yes(default),1,production_methods=1,3,LOCALIZATION_ONLY=2; PM_REQUIREMENT=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"A rigorous, argumentative approach to philosophy, the formal logic and near-mathematical attitude of analytic philosophy provides a solid framework to approach social movements with.",Mostly early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_5 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1697
antibiotics,Antibiotics,"Antibiotics are an advanced medicine used for fighting infections, allowing a greater survival rate in hospitals.",Society,era_5,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/antibiotics.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:79,localization/english/inventions_l_english.yml:80,OK,malaria_prevention,value = 1,STATIC,country_institution_health_system_max_investment_add=1;state_harvest_condition_disease_outbreak_impact_mult=-0.15,NONE,NONE,yes(default),0,NO_REVERSE_UNLOCK,19,EVENT_CONDITION=13; EVENT_EFFECT=3; LOCALIZATION_ONLY=2; TRIGGER=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=13,NONE,NONE,"Antibiotics are an advanced medicine used for fighting infections, allowing a greater survival rate in hospitals.",Mostly early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_5 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,MEDIUM,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1595
