"Technology_ID","Era","Category","Current_EN_Name","Current_FR_Name","Current_EN_Description","Current_FR_Description","Issue_Type","Needs_Name_Change","Needs_Description_Change","Notes"
"field_works","era_7","military","Field Works","Aménagement de terrain","Field works is modifying the terrain where the battle is held thus giving soldiers greater protection.","L’aménagement de terrain consiste à modifier le terrain où se déroule la bataille, offrant ainsi une meilleure protection aux soldats.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=general_staff; unlocks=production_methods:pm_barbed_wire_fences"
"film","era_10","society","Film","Film","By taking many photographs in quick succession, it is possible to capture movement in real time. This can then be processed and played back.","En prenant plusieurs photographies d’affilée, il est possible de capturer un mouvement en temps réel. Ces images peuvent ensuite être traitées et visionnées à nouveau.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=camera; unlocks=production_methods:pm_film_art"
"flamethrowers","era_12","military","Flamethrowers","Lance-flammes","A great way to drive entrenched soldiers out of their defensive positions is to light a fire under them.","Un bon moyen de faire sortir des soldats retranchés de leurs positions défensives est d’allumer un feu en dessous d’eux.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=trench_works; unlocks=none"
"flash_freezing","era_12","production","Flash Freezing","Surgélation","By subjecting food to a very low temperature, it can be quickly frozen, allowing it to be preserved for longer.","En soumettant des produits alimentaires à des températures extrêmement basses, il est possible de les congeler rapidement pour les conserver plus longtemps.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=pasteurization; unlocks=production_methods:pm_flash_freezing_building_fishing_wharf|production_methods:pm_flash_freezing_building_whaling_station"
"floating_harbor","era_9","military","Floating Harbor","Port artificiel","By keeping a dock at a constant level along a tidal waterway, ships can more quickly dock and transfer goods without having to consider relative changes between the waterway level and docks.","En maintenant un embarcadère à un niveau constant le long d’une voie navigable soumise à la marée, les navires peuvent accoster et transférer plus rapidement des marchandises sans devoir tenir compte des changements entre le niveau de la voie navigable et les quais.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=gantry_cranes; unlocks=production_methods:pm_trade_center_trade_quantity_very_high"
"gantry_cranes","era_8","military","Gantry Cranes","Portique de levage","Useful in construction and transportation, gantry cranes are large enough to straddle the width of a ship. This gives them a sturdiness that means they can lift the heaviest loads a ship can possibly carry.","Utiles pour la construction et le transport, les portiques de levage sont assez grands pour occuper toute la largeur d’un navire. Cela les rend assez solides pour leur permettre de soulever les charges les plus lourdes qu’un navire puisse transporter.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=mechanized_naval_dockyards maritime_safety_standards; unlocks=production_methods:pm_metal_shipbuilding|production_methods:pm_industrial_port"
"gunsmithing","era_7","military","Gunsmithing","Armurerie","Gunsmithing allows the creation of explosive powered weaponry, making the relevance of physical strength much less important.","L’armurerie est à l’origine de la création d’armes explosives, minimisant ainsi fortement l’importance de la force physique.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=standing_army; unlocks=none"
"handcranked_machine_gun","era_9","military","Handcranked Machine Gun","Mitrailleuse à manivelle","By using a mechanical crank to rotate the barrel it is possible to fire bullets at a much faster rate than a standard firearm.","En utilisant une manivelle mécanique pour faire tourner le barillet, il est possible de tirer à une cadence bien plus élevée par rapport à une arme à feu standard.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=repeaters; unlocks=none"
"hydraulic_cranes","era_7","military","Hydraulic Cranes","Grue hydraulique","Cranes powered by water pressure are vastly stronger than earlier stationary cranes. Their strength and efficiency can greatly increase the flow of goods in and out of commercial ports.","Les grues actionnées par pression hydraulique sont bien plus robustes que les grues fixes. Leur force et leur efficacité augmentent considérablement le flux de marchandises entrant et sortant des ports commerciaux.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=drydocks; unlocks=none"
"identification_documents","era_8","society","Identification Documents","Documents d’identification","By creating documents identifying citizens of a country, it is much easier to keep track of them.","Il est plus facile de garder une trace des citoyens d’un pays en établissant des documents d’identification.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=central_statistical_offices professional_civil_policing; unlocks=none"
"improved_fertilizer","era_8","production","Improved Fertilizer","Engrais amélioré","By experimenting with different chemicals it is possible to make even more effective fertilizers.","En testant différents produits chimiques, il est possible de fabriquer des engrais encore plus efficaces.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=artificial_fertilizers; unlocks=production_methods:pm_improved_fertilizer|production_methods:pm_fertilization|production_methods:pm_sugar_beets|production_methods:pm_fertilization_building_rice_farm"
"intensive_agriculture","era_5","production","Intensive Agriculture","Agriculture intensive","By integrating food production into the industrial supply chain it is possible to realize much higher yields.","En intégrant la production alimentaire dans la chaîne d’approvisionnement industrielle, il est possible d’obtenir des rendements bien plus élevés.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=enclosure; unlocks=none"
"international_exchange_standards","era_10","society","International Exchange Standards","Normes internationales d’échange","Establishing an international system of accounting and exchange makes trade between nations simpler and cheaper to maintain.","L’établissement d’un système international de comptabilité et d’échange rend le commerce entre les nations plus simple et moins coûteux.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=institutionalized_public_credit international_relations; unlocks=none"
