TAG,Country,Technology_ID,Current_Status,Historical_Target,Action,Confidence,Tree_Blocker,Classification_Blocker,Reason,Source_1,Source_2
ISQ,Isaaq,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
ISQ,Isaaq,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
JAB,Jabal Shammar,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/arabians-for-guns-wahhabi-matchlocks-world-trade-and-the-rise-of-the-first-saudi-state/3606B23BB80F31DF6FF46C8ACC0BE651,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9
JAB,Jabal Shammar,light_infantry_tactics,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/arabians-for-guns-wahhabi-matchlocks-world-trade-and-the-rise-of-the-first-saudi-state/3606B23BB80F31DF6FF46C8ACC0BE651,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9
JAB,Jabal Shammar,regulated_small_arms,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,scientific_fortification_siegecraft,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/arabians-for-guns-wahhabi-matchlocks-world-trade-and-the-rise-of-the-first-saudi-state/3606B23BB80F31DF6FF46C8ACC0BE651,
JAI,Dhundhar,advanced_crop_rotations,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,selective_breeding,advanced_crop_rotations,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/39A25B0F82EFFEA94FF4829A1310B3A0,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
JAI,Dhundhar,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,periodical_print_networks,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
JAI,Dhundhar,cotton_gin,ABSENT,UNRESOLVED,PENDING_CLASSIFICATION,HIGH,,cotton_gin,"Le churka/charki à rouleaux est une technologie indienne de longue durée antérieure à 1776. Le nœud C représente donc au moins partiellement une capacité déjà établie, alors que son parent mechanized_spinning encode un chemin industriel européen inadapté.",https://cambridgeblog.org/2013/06/making-cotton-the-tools-of-the-trade/,https://www.govinfo.gov/content/pkg/GOVPUB-A-PURL-gpo22043/pdf/GOVPUB-A-PURL-gpo22043.pdf
JAI,Dhundhar,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/39A25B0F82EFFEA94FF4829A1310B3A0,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
JAI,Dhundhar,institutionalized_scientific_exchange,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://whc.unesco.org/en/list/1338,https://handmadeinrajasthan.rajasthan.gov.in/content/industries/handmadeinrajasthandepartment/artandcraft/papercraft0/handmadepaperprocess.html
JAI,Dhundhar,scientific_fortification_siegecraft,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
JAI,Dhundhar,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.sugar.org/sugar/history/,https://www.nature.com/articles/148465c0
JAI,Dhundhar,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
JAI,Dhundhar,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
JAI,Dhundhar,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
JAP,Japan,advanced_crop_rotations,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,selective_breeding,advanced_crop_rotations,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://afe.easia.columbia.edu/qing/economy.html,https://contents.history.go.kr/front/nh/view.do?levelId=nh_023_0060_0020_0020
JAP,Japan,codified_practical_knowledge,ABSENT,PRESENT,ADD,MEDIUM,,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/books/abs/cambridge-history-of-japanese-literature/publishing-and-the-book-in-the-seventeenth-and-eighteenth-centuries/B1992E389B63A18FE936E1039ABBC860,https://www.ndl.go.jp/nichiran/e/data/R/042/042-001r.html
JAP,Japan,colonization,PRESENT,ABSENT,REMOVE,HIGH,,,REMOVE régional d’un nœud E au paquet gameplay non justifié en 1776.,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/river-of-fire-and-ice-infrastructure-territoriality-and-the-colonization-of-eastern-hokkaido-japan-1600s1900s/7529A9AC3A37E5E2DBF449B87B1F2553,https://www.ndl.go.jp/nichiran/e/data/R/042/042-001r.html
JAP,Japan,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.repository.cam.ac.uk/items/c2a28d74-076a-4992-9cdd-2be8863dd9c3,https://contents.history.go.kr/front/nh/view.do?levelId=nh_023_0060_0020_0020
JAP,Japan,industrial_canals,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,turnpike_road_networks,industrial_canals,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://books.openbookpublishers.com/,https://www.jpx.co.jp/dojima/en/index.html
JAP,Japan,industrial_ceramics,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,industrial_ceramics,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://academic.oup.com/edited-volume/61799/chapter-abstract/546329755,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002999770
JAP,Japan,institutionalized_public_credit,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.jstage.jst.go.jp/article/jrbh/41/0/41_3/_html/-char/en,https://www.jpx.co.jp/dojima/en/index.html
JAP,Japan,medical_degrees,ABSENT,UNRESOLVED,PENDING_CLASSIFICATION,MEDIUM,,medical_degrees,"Institution ou enseignement attesté, mais continuité au cutoff ou certification formelle encore ambiguë.",https://pubmed.ncbi.nlm.nih.gov/11624026/,https://pubmed.ncbi.nlm.nih.gov/12146515/
JAP,Japan,military_topographic_surveying,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,permanent_engineer_services,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/beschrijving/content_and_structure,https://www.digital.archives.go.jp/gallery/en/0000000270
JAP,Japan,organized_elementary_schooling,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,organized_elementary_schooling,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.mext.go.jp/b_menu/hakusho/html/others/detail/1317227.htm,https://crd.ndl.go.jp/reference/entry/index.php?id=1000347329&page=ref_view
JAP,Japan,organized_forestry,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.jstor.org/stable/10.1525/j.ctt1pp6zb,https://www.jstor.org/stable/j.ctv1qr6sjq
JAP,Japan,periodical_print_networks,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://academic.oup.com/edited-volume/61799/chapter-abstract/546329755,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002999770
JAP,Japan,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://journals.sagepub.com/doi/10.1177/036319908601100401,https://www.cambridge.org/core/books/abs/cambridge-history-of-japanese-literature/publishing-and-the-book-in-the-seventeenth-and-eighteenth-centuries/B1992E389B63A18FE936E1039ABBC860
JAP,Japan,stock_exchange,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.jpx.co.jp/dojima/en/index.html,https://www.jstage.jst.go.jp/article/rekishitokeizai/52/1/52_KJ00005885650/_article/-char/en
JAP,Japan,systematic_legal_codification,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,systematic_legal_codification,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.digital.archives.go.jp/gallery/en/0000000270,https://www.jstage.jst.go.jp/article/jrbh/41/0/41_3/_html/-char/en
JAP,Japan,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/river-of-fire-and-ice-infrastructure-territoriality-and-the-colonization-of-eastern-hokkaido-japan-1600s1900s/7529A9AC3A37E5E2DBF449B87B1F2553,https://journals.sagepub.com/doi/10.1177/036319908601100401
JAP,Japan,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/river-of-fire-and-ice-infrastructure-territoriality-and-the-colonization-of-eastern-hokkaido-japan-1600s1900s/7529A9AC3A37E5E2DBF449B87B1F2553,https://journals.sagepub.com/doi/10.1177/036319908601100401
JAP,Japan,traditional_glassmaking,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.ndl.go.jp/nichiran/e/data/R/042/042-001r.html,https://academic.oup.com/edited-volume/61799/chapter-abstract/546329755
JAP,Japan,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/river-of-fire-and-ice-infrastructure-territoriality-and-the-colonization-of-eastern-hokkaido-japan-1600s1900s/7529A9AC3A37E5E2DBF449B87B1F2553,https://journals.sagepub.com/doi/10.1177/036319908601100401
JAP,Japan,variolation_networks,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11703690/,https://www.ndl.go.jp/nichiran/e/data/R/042/042-001r.html
JAS,Jaisalmer,international_relations,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
JAS,Jaisalmer,organized_textile_production,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/trading-world-of-asia-and-the-english-east-india-company/company-and-the-indian-textile-industry/E9EB1D6724C3227D2343EAD0B0B34BAC,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
JAS,Jaisalmer,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.sugar.org/sugar/history/,https://www.nature.com/articles/148465c0
JAS,Jaisalmer,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
JAS,Jaisalmer,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
JAS,Jaisalmer,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
JBB,Jabal,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/arabians-for-guns-wahhabi-matchlocks-world-trade-and-the-rise-of-the-first-saudi-state/3606B23BB80F31DF6FF46C8ACC0BE651,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9
