TAG,Country,Region,Subregion,Current_Tier,Tier_Action,Recommended_Tier,Technology_ID,Current_Status,Decision,Confidence,Historical_Status,Synthesis_Action,Synthesis_Note,Prerequisite_Note,Gameplay_Note,Reason,Source_1,Source_2,Research_Source
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_craftsman_sewing, bâtiment:building_textile_mill","Urban and rural textile crafts/manufactures were established in the region before 1776; this node represents proto-industrial organization, not factory mechanization.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,regulated_small_arms,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Missing game-tree prerequisite(s): scientific_fortification_siegecraft. Do not auto-add them solely to close the tree; treat as historical/tree abstraction unless independently justified.,"Unlocks: bâtiment:building_arms_industry, bâtiment:building_artillery_foundry","A generic tier should not imply Prussian-style regulated arms production for every minor state, free city, Swiss canton or Italian duchy. Local arsenals and procurement need tag-specific proof.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry",The generic tier grants a full mine-building package. The regional literature does not justify assuming comparable shaft-mining capacity for every small state or city-state; retain only after tag-specific confirmation.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,standardized_field_artillery,TIER,REVIEW,MEDIUM,FRONTIER,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Prerequisite(s) satisfied in the recommended setup: regulated_small_arms.,Unlocks: PM:pm_cannons,The node is a 1776-frontier capability and should not be inherited automatically by every tier-4 polity; specific artillery organization must be demonstrated.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance | Modifier: yes: country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_tax_capacity_add","The polity had fiscal/administrative record systems, but the scale of “state statistics” varied sharply. Keep the gameplay administration access without reading it as Prussian/Austrian-level bureaucracy.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,KEEP,HIGH,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_construction_sector, bâtiment:building_urban_center | Audit flag: COMPATIBILITY_EXCEPTION",The attached technology audit identifies this as a compatibility alias that unlocks basic construction/urban-center gameplay. Keeping it is not a historical claim that the polity had nineteenth-century urbanization.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,Do not auto-add institutionalized_scientific_exchange or periodical_print_networks; the tree compresses different knowledge traditions.,"Abstract knowledge-codification node. Missing scientific/periodical parents should not be auto-granted where manuscript, court and artisanal knowledge systems suffice historically.","Court, revenue, legal and artisanal knowledge systems justify the abstract node without implying the European print/scientific institutions used as its game-tree parents.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,distillation,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Pot-still and food-preparation methods; broadly compatible with established distillation traditions.,Traditional distillation and processed-food practices are compatible with this low-level production node.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Broad agricultural/livestock improvement node; interpreted generously for established intensive agrarian systems.,Established agrarian systems make the broad husbandry node plausible; this is not a claim of European agricultural-revolution techniques.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Abstract state diplomatic capacity, not a claim of European-style foreign ministry.","The polity participated in regional diplomacy, tribute, alliance, warfare or long-distance political-commercial relations; the node is treated as an abstract diplomatic capacity.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,light_infantry_tactics,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,regulated_small_arms is the game parent; do not add/remove solely to make the graph visually complete.,Represents an emergent standardized light-infantry tactical system; modifier to unit experience gain.,The generic tier projects standardized light-infantry doctrine too broadly; local forces could be effective without this specific frontier system.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks textile mill/craftsman sewing; compatible with large proto-industrial hand production.,"South Asian cotton, silk, wool and mixed textile production was deeply developed and often proto-industrial; the node is appropriate so long as it is not read as mechanized spinning/weaving.",https://www.cambridge.org/core/journals/modern-asian-studies/article/from-negotiation-to-coercion-textile-manufacturing-in-india-in-the-eighteenth-century/9ECA84ADA531FC112E225221E773267D,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,regulated_small_arms,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Do not add scientific_fortification_siegecraft solely to repair the game prerequisite.,"Unlocks the arms industry and artillery foundry; requires a regulated/organized arms-production capability, not merely possession of firearms.","Firearms were used, but evidence for the regulated production/standardization implied by the arms-industry unlock is insufficient for a confident KEEP.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,KEEP,HIGH,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks the game mine suite; requires organized deep/shaft extraction beyond generic quarrying or artisanal mining.,Zawar in Mewar preserves extensive zinc and lead-silver mining/smelting traditions; the node is defensible sectorally despite non-European techniques.,https://www.tandfonline.com/doi/abs/10.1080/00438243.1983.9979899,https://www.cambridge.org/core/journals/mrs-online-proceedings-library-archive/article/role-of-materials-analysis-in-the-reconstruction-of-early-metal-extraction-technology-zinc-and-silverlead-smelting-at-zawar-rajasthan/03B28C30ABDA583494FDE3E8C6407C7D,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,standardized_field_artillery,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,regulated_small_arms is the game parent; do not add/remove solely to make the graph visually complete.,Unlocks cannon field-artillery PM; stronger claim than simply owning guns.,Owning cannon or siege guns does not establish the standardized field-artillery organization implied by this frontier node.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks government administration/tax capacity; treated as an abstraction for durable revenue-record bureaucracies, not modern statistical offices.","Mughal-derived or successor-state fiscal record systems provide a plausible analogue for government administration/tax capacity, although not modern statistics.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEW,Mewar,South Asia,Rajputana,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks construction sector and urban centre; interpreted as meaningful court/market urbanism, not population density alone.","The polity contained meaningful court, market or fortified urban centres sufficient for the broad game abstraction.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
MEX,Mexico,Amériques et Caraïbes,Central America,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,applied_mineralogy,ABSENT,ADD,MEDIUM,SECTORAL,ADD,Regional recommendation accepted.,Prérequis directs couverts par les recommandations fermes.,"bâtiment:building_gold_field, bâtiment:building_gold_mine, bâtiment:building_phosphate_mine","La Nouvelle-Espagne dispose d'une industrie minière ancienne et de procédés pratiques avancés; le nœud est justifié comme savoir-faire sectoriel, mais pas comme l'académie minière de 1792.",https://www.ingenieria.unam.mx/historia.php,https://gazetademexico.colmex.mx/,TECH_START_1776_AMERICAS_CARIBBEAN_MATRIX.csv
MEX,Mexico,Amériques et Caraïbes,Central America,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,REVIEW,MEDIUM,ABSTRACT,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,"Si le nœud est retenu après REVIEW, prérequis directs non établis: institutionalized_scientific_exchange, periodical_print_networks. Ne pas les auto-ajouter; arbitrer abstraction de l’arbre vs retrait.",—,Savoirs pratiques réels mais le nœud suppose aussi des réseaux institutionnels/éditoriaux; les prérequis ne sont pas tous assurés localement en 1776.,https://gazetademexico.colmex.mx/,https://www.ingenieria.unam.mx/historia.php,TECH_START_1776_AMERICAS_CARIBBEAN_MATRIX.csv
